,flow id:,first send:_no_sp,last send:_no_sp,last arrive:_no_sp,send num:_no_sp,receive num:_no_sp,send size:_no_sp,receive size:_no_sp,FCT:_no_sp,origin_pg:_no_sp,first send:_sp,last send:_sp,last arrive:_sp,send num:_sp,receive num:_sp,send size:_sp,receive size:_sp,FCT:_sp,origin_pg:_sp,FCT Change,FCT % Change
108,11:0:21 11:0:41 10084 100 17,2.012943925,199.875750434,199.875724436,66164,66161,919800,918340,197.862780511,3,2.012943925,199.738759679,199.738733681,66210,66207,919800,918340,197.725789756,3,-0.13699075499999935,-0.06923523193508517
109,11:0:21 11:0:41 10096 100 17,2.016484914,71.373057828,71.680190307,7883,7952,306000,306000,69.663705393,3,2.016484914,71.398231367,71.702470057,7953,8022,306000,306000,69.685985143,3,0.0222797499999956,0.03198186182360942
110,11:0:21 11:0:41 10083 100 17,2.012632726,199.874526436,199.874500438,66162,66159,945000,943500,197.861867712,3,2.012632726,199.737535681,199.737509683,66207,66204,945000,943500,197.724876957,3,-0.13699075499999935,-0.06923555133897641
111,11:0:21 11:0:41 10079 100 17,2.011397529,199.86719606,199.867170062,66158,66155,914760,913308,197.855772533,3,2.011397529,199.731257301,199.731231303,66205,66202,914760,913308,197.719833774,3,-0.1359387589999983,-0.06870598580960044
112,11:0:21 11:0:41 10077 100 17,2.010775131,199.865362465,199.865336467,66156,66153,945000,943500,197.854561336,3,2.010775131,199.729120507,199.729094509,66201,66198,945000,943500,197.718319378,3,-0.13624195799999939,-0.06885964977508452
113,11:0:21 11:0:41 10076 100 17,2.010471932,199.864428868,199.86440287,66156,66153,919800,918340,197.853930938,3,2.010471932,199.72818691,199.728160912,66201,66198,919800,918340,197.71768898,3,-0.13624195799999939,-0.06885986917424072
114,11:0:21 11:0:41 10099 100 17,2.017408912,199.857498689,199.857424291,65981,65978,791282,790024,197.840015379,3,2.017408912,199.720733933,199.720659535,66027,66024,791282,790024,197.703250623,3,-0.13676475599999094,-0.06912896551185167
115,11:0:21 11:0:41 10072 100 17,2.009322336,199.856577492,199.856551494,65662,65658,934620,933120,197.847229158,3,2.009322336,199.720422734,199.720396736,65706,65702,934620,933120,197.7110744,3,-0.13615475800000354,-0.06881812728914737
116,11:0:21 11:0:41 10071 100 17,2.009019137,199.861374477,199.861348479,66154,66151,919800,918340,197.852329342,3,2.009019137,199.725132519,199.725106521,66199,66196,919800,918340,197.716087384,3,-0.13624195799999939,-0.0688604265884061
117,11:0:21 11:0:41 10092 100 17,2.015330317,199.886275804,199.886249806,66168,66165,688590,687497,197.870919489,3,2.015330317,199.751625242,199.751599244,66215,66212,688590,687497,197.736268927,3,-0.13465056199999026,-0.06804969742280687
118,11:0:21 11:0:41 10069 100 17,2.008404739,199.86022708,199.860201082,66154,66151,945000,943500,197.851796343,3,2.008404739,199.723985122,199.723959124,66198,66195,945000,943500,197.715554385,3,-0.13624195799999939,-0.0688606120936135
119,11:0:21 11:0:41 10066 100 17,2.007481541,199.91494632,199.914920322,66187,66184,868716,867673,197.907438781,3,2.007481541,199.777941763,199.777907765,66233,66230,868716,867673,197.770426224,3,-0.13701255699999138,-0.06923062510631875
120,11:0:21 11:0:41 10065 100 17,2.007251741,199.914643121,199.914617123,66187,66184,688590,687497,197.907365382,3,2.007251741,199.804876284,199.804850286,66340,66336,702799,701706,197.797598545,3,-0.10976683699999512,-0.05546374526694528
121,11:0:21 11:0:41 10063 100 17,2.006629343,199.912325926,199.912299928,66187,66184,945000,943500,197.905670585,3,2.006629343,199.775727969,199.775701971,66232,66229,945000,943500,197.769072628,3,-0.13659795699999222,-0.06902174990550548
122,11:0:21 11:0:41 10062 100 17,2.006318144,199.911408329,199.911382331,66185,66182,945000,943500,197.905064187,3,2.006318144,199.774810372,199.774784374,66231,66228,945000,943500,197.76846623,3,-0.13659795699999222,-0.06902196139403545
123,11:0:21 11:0:41 10028 100 17,2.001403774,22.680806439,23.02774196,754,783,8310,8310,21.026338186,1,2.001403774,8.825615622,8.825855222,398,408,8310,8310,6.824451448,1,-14.201886738,-67.5433192996775
124,11:0:21 11:0:41 10027 100 17,2.001349975,18.096326097,18.454691723,457,473,8317,8317,16.453341748,1,2.001349975,6.865625332,6.865831131,230,233,8317,8317,4.864481156,1,-11.588860592,-70.43469204916195
125,11:0:21 11:0:41 10025 100 17,2.001237977,17.300712855,17.652926653,436,453,8236,8236,15.651688676,1,2.001237977,6.797742655,6.798123053,251,256,8236,8236,4.796885076,1,-10.8548036,-69.35228411899446
126,11:0:21 11:0:41 10098 100 17,2.017107312,199.895975175,199.895949177,66175,66172,914760,913308,197.878841865,3,2.017107312,199.761506812,199.761480814,66221,66218,914760,913308,197.744373502,3,-0.13446836299999632,-0.0679548969119879
127,11:0:21 11:0:41 10070 100 17,2.008715938,199.860538279,199.860504281,66154,66151,919800,918340,197.851788343,3,2.008715938,199.724296321,199.724262323,66198,66195,919800,918340,197.715546385,3,-0.13624195799999939,-0.06886061487794463
128,11:0:21 11:0:41 10022 100 17,2.00110238,18.051099682,18.409460701,486,509,8272,8272,16.408358321,1,2.00110238,6.699212805,6.699908402,271,281,8272,8272,4.698806022,1,-11.709552299000002,-71.36333854931544
129,11:0:21 11:0:41 10021 100 17,2.001056781,15.327220157,15.689725019,323,337,8402,8402,13.688668238,1,2.001056781,6.839187303,6.839576902,192,196,8402,8402,4.838520121,1,-8.850148117,-64.65309819133334
130,11:0:21 11:0:41 10053 100 17,2.004015751,78.23730906,78.544120763,9620,9701,65793,65793,76.540105012,2,2.004015751,71.998733575,72.301868884,8259,8333,65793,65793,70.297853133,2,-6.242251878999994,-8.155530852774936
131,11:0:21 11:0:41 10020 100 17,2.000998781,13.078638522,13.453029639,252,271,8352,8352,11.452030858,1,2.000998781,6.532935466,6.533407262,174,185,8352,8352,4.532408481,1,-6.9196223770000005,-60.42266618733556
132,11:0:21 11:0:41 10067 100 17,2.00778474,154.291812797,154.591299712,38778,38930,708288,708288,152.583514972,3,2.00778474,154.194419932,154.494255258,38839,38991,708288,708288,152.486470518,3,-0.09704445399998463,-0.0636008772099613
133,11:0:21 11:0:41 10047 100 17,2.002783557,95.850992367,96.162450666,14596,14692,66301,66301,94.159667109,2,2.002783557,84.696220815,85.007081926,11617,11701,66301,66301,83.004298369,2,-11.15536874,-11.8472899092628
134,11:0:21 11:0:41 10019 100 17,2.000938582,14.113025974,14.485066084,297,318,8328,8328,12.484127502,1,2.000938582,6.861729153,6.862149552,195,207,8328,8328,4.86121097,1,-7.622916532,-61.060867335572965
135,11:0:21 11:0:41 10044 100 17,2.002175158,9.063254481,9.459407189,120,129,8295,8295,7.457232031,1,2.002175158,6.650835114,6.651191313,101,107,8295,8295,4.649016155,1,-2.808215876,-37.657616986116814
136,11:0:21 11:0:41 10080 100 17,2.011699129,199.868359457,199.868333459,66161,66158,945000,943500,197.85663433,3,2.011699129,199.732420698,199.7323947,66207,66204,945000,943500,197.720695571,3,-0.1359387589999983,-0.06870568654941817
137,11:0:21 11:0:41 10024 100 17,2.001199578,19.872003688,20.222424361,575,600,8299,8299,18.221224783,1,2.001199578,8.054550707,8.054675507,319,328,8299,8299,6.053475929,1,-12.167748854,-66.77788677165236
138,11:0:21 11:0:41 10055 100 17,2.004238749,103.746503952,104.045797066,16082,16181,405328,405328,102.041558317,3,2.004238749,103.986510522,104.286248437,16184,16280,405328,405328,102.282009688,3,0.24045137100000602,0.23564063011760877
139,11:0:21 11:0:41 10018 100 17,2.000824782,31.315682715,31.654404383,1459,1498,8308,8308,29.653579601,1,2.000824782,10.748114687,10.748440088,673,685,8453,8453,8.747615306,1,-20.905964295,-70.50064301274102
140,11:0:21 11:0:41 10023 100 17,2.001135579,12.526845783,12.917681429,236,249,8260,8260,10.91654585,1,2.001135579,6.839714504,6.839996499,170,176,8260,8260,4.83886092,1,-6.07768493,-55.674065895120115
141,11:0:21 11:0:41 10085 100 17,2.013247124,199.876684031,199.876658033,66166,66163,945000,943500,197.863410909,3,2.013247124,199.740315674,199.740289676,66210,66207,945000,943500,197.727042552,3,-0.13636835700000915,-0.06892045192869276
142,11:0:21 11:0:41 10058 100 17,2.005162747,199.906248944,199.906222946,66184,66181,919800,918340,197.901060199,3,2.005162747,199.769664788,199.76963879,66228,66225,919800,918340,197.764476043,3,-0.13658415599999785,-0.06901638417836431
143,11:0:21 11:0:41 10064 100 17,2.006940542,199.913790923,199.913764925,66187,66184,945000,943500,197.906824383,3,2.006940542,199.777630564,199.777604566,66233,66230,945000,943500,197.770664024,3,-0.13616035899997314,-0.06880023436507084
144,11:0:21 11:0:41 10017 100 17,2.000783583,21.988419584,22.334110315,709,737,8339,8339,20.333326732,1,2.000783583,8.644845189,8.64496999,381,391,8339,8339,6.644186407,1,-13.689140325,-67.32366279963637
145,11:0:21 11:0:41 10078 100 17,2.01108633,199.865976863,199.865950865,66158,66155,935624,934124,197.854864535,3,2.01108633,199.730038104,199.730012106,66205,66202,935624,934124,197.718925776,3,-0.1359387589999983,-0.06870630111596326
146,11:0:21 11:0:41 10030 100 17,2.001473572,18.019989409,18.378221022,483,503,8272,8272,16.37674745,1,2.001473572,6.797858252,6.79823545,267,274,8272,8272,4.796761878,1,-11.579985572,-70.70992336759764
147,11:0:21 11:0:41 10073 100 17,2.009633535,40.53830667,40.865978824,2431,2469,114912,114912,38.856345289,3,2.009633535,40.478260255,40.80103783,2457,2495,114912,114912,38.791404295,3,-0.06494099399999698,-0.16713098856052577
148,11:0:21 11:0:41 10036 100 17,2.001718966,17.111339583,17.462741969,430,453,8316,8316,15.461023003,1,2.001718966,7.499252851,7.499582451,267,277,8316,8316,5.497863485,1,-9.963159518,-64.44049346583849
149,11:0:21 11:0:41 10038 100 17,2.001815164,13.290809945,13.662187695,261,274,8370,8370,11.660372531,1,2.001815164,6.798506443,6.798848238,175,181,8370,8370,4.797033074,1,-6.863339457,-58.86037893517795
150,11:0:21 11:0:41 10014 100 17,2.000654786,21.34679933,21.697327849,666,687,8275,8275,19.696673063,1,2.000654786,6.954179035,6.954567633,318,322,8275,8275,4.953912847,1,-14.742760215999999,-74.84898677479764
151,11:0:21 11:0:41 10000 100 17,2.0,20.427742397,20.772357282,592,610,8203,8203,18.772357282,1,2.0,6.577227802,6.577703397,277,280,8203,8203,4.577703397,1,-14.194653885000001,-75.61465868013624
152,11:0:21 11:0:41 10054 100 17,2.00420515,31.154771661,31.493967922,1419,1448,66226,66226,29.489762772,2,2.00420515,29.170355624,29.510897932,1297,1324,66226,66226,27.506692782,2,-1.9830699900000006,-6.724604756342393
153,11:0:21 11:0:41 10074 100 17,2.009857534,199.862914472,199.862888474,66155,66152,945000,943500,197.85303094,3,2.009857534,199.726672514,199.726646516,66199,66196,945000,943500,197.716788982,3,-0.13624195799999939,-0.068860182405452
154,11:0:21 11:0:41 10016 100 17,2.000751384,19.019050565,19.370902023,507,524,8212,8212,17.370150639,1,2.000751384,6.699009009,6.699382208,243,246,8212,8212,4.698630824,1,-12.671519814999998,-72.94997077658907
155,11:0:21 11:0:41 10003 100 17,2.000123197,15.933244844,16.290250973,352,367,8336,8336,14.290127776,1,2.000123197,6.395033817,7.085567331,196,201,8336,8336,5.085444134,1,-9.204683641999999,-64.4128854988903
156,11:0:21 11:0:41 10004 100 17,2.000170596,29.171132704,29.516418554,1264,1297,8207,8207,27.516247958,1,2.000170596,7.327296512,7.327448911,480,488,8207,8207,5.327278315,1,-22.188969643,-80.63951770193594
157,11:0:21 11:0:41 10068 100 17,2.00809354,199.858990284,199.858964286,66154,66151,945000,943500,197.850870746,3,2.00809354,199.722748326,199.722722328,66197,66194,945000,943500,197.714628788,3,-0.13624195799999939,-0.0688609342411771
158,11:0:21 11:0:41 10005 100 17,2.000192195,15.408242008,15.770889881,326,339,8363,8363,13.770697686,1,2.000192195,6.16842484,6.168838438,199,201,8363,8363,4.168646243,1,-9.602051443,-69.72814059204815
159,11:0:21 11:0:41 10088 100 17,2.014180721,199.856888691,199.856854693,65784,65780,915420,913960,197.842673972,3,2.014180721,199.72151593,199.721489932,65825,65821,915420,913960,197.707309211,3,-0.13536476100000527,-0.06842040611479148
160,11:0:21 11:0:41 10039 100 17,2.001879763,12.895782156,13.278627816,247,260,8353,8353,11.276748053,1,2.001879763,6.798136046,6.798534045,173,179,8353,8353,4.796654282,1,-6.480093771,-57.46420635225661
161,11:0:21 11:0:41 10015 100 17,2.000700385,15.527286147,15.889417233,332,345,8263,8263,13.888716848,1,2.000700385,6.127707679,6.128055673,183,186,8263,8263,4.127355288,1,-9.76136156,-70.28267381954477
162,11:0:21 11:0:41 10006 100 17,2.000230394,31.258337917,31.597139182,1434,1469,8226,8226,29.596908788,1,2.000230394,10.574449924,10.574501723,623,631,8226,8226,8.574271329,1,-21.022637459000002,-71.02984169591245
163,11:0:21 11:0:41 10041 100 17,2.001992361,13.700863924,14.075986573,275,290,8217,8217,12.073994212,1,2.001992361,6.863693342,6.86409914,180,186,8217,8217,4.862106779,1,-7.211887433,-59.73075111989294
164,11:0:21 11:0:41 10011 100 17,2.000470589,14.572008844,14.940331631,314,334,8277,8277,12.939861042,1,2.000470589,6.866556125,6.866937725,208,218,8277,8277,4.866467136,1,-8.073393906,-62.39165845595639
165,11:0:21 11:0:41 10056 100 17,2.004540349,199.904708949,199.904682951,66182,66179,935521,934021,197.900142602,3,2.004540349,199.768124793,199.768098795,66225,66222,935521,934021,197.763558446,3,-0.13658415599999785,-0.06901670418433418
166,11:0:21 11:0:41 10081 100 17,2.012010328,199.869604253,199.869578255,66161,66158,943540,942040,197.857567927,3,2.012010328,199.734507491,199.734481493,66207,66204,943540,942040,197.722471165,3,-0.1350967619999892,-0.06827980522323689
167,11:0:21 11:0:41 10034 100 17,2.001640968,17.987161136,18.345596352,459,478,8344,8344,16.343955384,1,2.001640968,6.649961328,6.650334527,240,245,8344,8344,4.648693559,1,-11.695261825000001,-71.55710811869407
168,11:0:21 11:0:41 10007 100 17,2.000254793,15.162991113,15.527039549,339,357,8227,8227,13.526784756,1,2.000254793,6.937073561,6.93742116,213,221,8227,8227,4.937166367,1,-8.589618389,-63.500813711033224
169,11:0:21 11:0:41 10060 100 17,2.005777145,199.908704937,199.908678939,66185,66182,945000,943500,197.902901794,3,2.005777145,199.771498383,199.771472385,66229,66226,945000,943500,197.76569524,3,-0.13720655399998805,-0.06933023859488849
170,11:0:21 11:0:41 10049 100 17,2.003244555,62.009614575,62.329319179,5906,5968,65869,65869,60.326074624,2,2.003244555,54.335445194,54.656542197,4694,4748,65869,65869,52.653297642,2,-7.672776982000002,-12.718840119836806
171,11:0:21 11:0:41 10051 100 17,2.003734553,70.255467331,70.571110609,7667,7736,66436,66436,68.567376056,2,2.003734553,65.768060311,66.081816401,6835,6899,66436,66436,64.078081848,2,-4.489294208000004,-6.547274325232352
172,11:0:21 11:0:41 10008 100 17,2.000306992,19.876706067,20.226867542,575,600,8241,8241,18.22656055,1,2.000306992,8.110495077,8.110762078,323,332,8241,8241,6.110455086,1,-12.116105463999999,-66.4749963700639
173,11:0:21 11:0:41 10035 100 17,2.001662567,9.069854443,9.466597352,120,130,8324,8324,7.464934785,1,2.001662567,6.181446498,6.955148631,100,106,8324,8324,4.953486064,1,-2.511448721,-33.64327744760063
174,11:0:21 11:0:41 10002 100 17,2.000083798,15.271149613,15.633374269,318,331,8439,8439,13.633290471,1,2.000083798,6.534174443,6.534566635,184,187,8439,8439,4.534482837,1,-9.098807634,-66.73963012344299
175,11:0:21 11:0:41 10010 100 17,2.00041659,15.934800837,16.291980964,352,367,8322,8322,14.291564374,1,2.00041659,6.533737647,6.534365239,196,200,8322,8322,4.533948649,1,-9.757615725,-68.27535089686607
176,11:0:21 11:0:41 10031 100 17,2.001517971,32.639125163,32.979293486,1560,1590,8255,8255,30.977775515,1,2.001517971,6.916294269,6.916576669,507,509,8255,8255,4.915058698,1,-26.062716817000002,-84.13359701822347
177,11:0:21 11:0:41 10082 100 17,2.012321527,199.872548843,199.872522845,66162,66159,945000,943500,197.860201318,3,2.012321527,199.735736287,199.735710289,66207,66204,945000,943500,197.723388762,3,-0.1368125559999953,-0.06914607136182521
178,11:0:21 11:0:41 10075 100 17,2.010168733,199.86382247,199.863796472,66155,66152,918357,916897,197.853627739,3,2.010168733,199.727580512,199.727554514,66201,66198,918357,916897,197.717385781,3,-0.13624195799999939,-0.06885997469792363
179,11:0:21 11:0:41 10012 100 17,2.000525988,11.914914833,12.301737837,209,226,8300,8300,10.301211849,1,2.000525988,6.863552743,6.863977542,154,164,8300,8300,4.863451554,1,-5.4377602949999995,-52.78757853647943
180,11:0:21 11:0:41 10029 100 17,2.001442173,15.50313025,15.864869932,341,356,8229,8229,13.863427759,1,2.001442173,7.017124384,7.017307181,199,205,8229,8229,5.015865008,1,-8.847562751000002,-63.819445701343604
181,11:0:21 11:0:41 10033 100 17,2.001604569,9.421837221,9.822564744,125,133,8471,8471,7.820960175,1,2.001604569,6.854093806,6.854807599,101,105,8471,8471,4.85320303,1,-2.9677571449999993,-37.946199425571166
182,11:0:21 11:0:41 10026 100 17,2.001297176,17.182419093,17.534166491,411,426,8318,8318,15.532869315,1,2.001297176,6.931012798,6.931389197,228,230,8318,8318,4.930092021,1,-10.602777294,-68.2602620222972
183,11:0:21 11:0:41 10040 100 17,2.001931962,14.572370042,14.94038003,310,329,8276,8276,12.938448068,1,2.001931962,6.86569513,6.865907729,206,215,8276,8276,4.863975767,1,-8.074472301,-62.40680689494885
184,11:0:21 11:0:41 10032 100 17,2.00154617,13.804601188,14.179319259,283,304,8353,8353,12.177773089,1,2.00154617,6.850732642,6.851070042,191,203,8353,8353,4.849523872,1,-7.328249217000001,-60.1772521416046
185,11:0:21 11:0:41 10095 100 17,2.016173715,199.890430993,199.890404995,66172,66169,945000,943500,197.87423128,3,2.016173715,199.75600443,199.755978432,66216,66213,945000,943500,197.739804717,3,-0.13442656300000522,-0.06793535577140726
186,11:0:21 11:0:41 10037 100 17,2.001762565,29.3445591,29.69030736,1252,1281,8270,8270,27.688544795,1,2.001762565,7.859209284,7.859526084,497,501,8270,8270,5.857763519,1,-21.830781276,-78.8440903544422
187,11:0:21 11:0:41 10043 100 17,2.002113159,15.408313807,15.77095588,326,339,8298,8298,13.768842721,1,2.002113159,7.017268581,7.017483777,202,205,8298,8298,5.015370618,1,-8.753472103,-63.57449409781808
188,11:0:21 11:0:41 10001 100 17,2.000028199,17.794432448,18.15197906,463,487,8312,8312,16.151950861,1,2.000028199,7.327249513,7.327415912,271,281,8312,8312,5.327387713,1,-10.824563148,-67.01706339471757
189,11:0:21 11:0:41 10045 100 17,2.002284558,64.5761444,64.894049427,6432,6498,65983,65983,62.891764869,2,2.002284558,58.217776797,58.536070211,5356,5416,65983,65983,56.533785653,2,-6.357979215999997,-10.109398629921277
190,11:0:21 11:0:41 10013 100 17,2.000594587,15.582776904,15.943678607,333,346,8350,8350,13.94308402,1,2.000594587,6.532686071,6.533142668,194,196,8350,8350,4.532548081,1,-9.410535939,-67.49249969017974
191,11:0:21 11:0:41 10042 100 17,2.00205596,13.359925967,13.731942344,261,276,8331,8331,11.729886384,1,2.00205596,6.895202425,6.895382823,175,182,8331,8331,4.893326863,1,-6.836559521,-58.283254391324036
192,11:0:21 11:0:41 10046 100 17,2.002505558,31.615990712,31.956039797,1452,1481,65999,65999,29.953534239,2,2.002505558,31.632488728,31.970703286,1479,1508,65999,65999,29.968197728,2,0.01466348900000014,0.04895411968083564
193,11:0:21 11:0:41 10059 100 17,2.005465946,199.858375886,199.858349888,65983,65980,936120,934620,197.852883942,3,2.005465946,199.722133928,199.72210793,66021,66018,936120,934620,197.716641984,3,-0.13624195799999939,-0.0688602335662382
194,11:0:21 11:0:41 10048 100 17,2.002970756,29.654293087,30.000611534,1273,1301,66323,66323,27.997640778,2,2.002970756,29.684670953,30.021124066,1298,1326,66323,66323,28.01815331,2,0.02051253199999792,0.07326521603247466
195,11:0:21 11:0:41 10061 100 17,2.006088344,199.909860334,199.909834336,66185,66182,688590,687497,197.903745992,3,2.006088344,199.778163563,199.778137565,66317,66314,701706,700613,197.772049221,3,-0.13169677100000854,-0.06654587074129066
196,11:0:21 11:0:41 10009 100 17,2.000356391,13.72625857,14.101959021,278,296,8233,8233,12.10160263,1,2.000356391,6.879133369,6.879543367,184,193,8233,8233,4.879186976,1,-7.222415654000001,-59.68148083209704
197,11:0:21 11:0:41 10050 100 17,2.003471954,38.08308196,38.413475498,2140,2176,65883,65883,36.410003544,2,2.003471954,30.130221114,30.467637837,1502,1529,65883,65883,28.464165883,2,-7.945837660999999,-21.823226826654327
198,11:0:21 11:0:41 10052 100 17,2.003977152,36.958210969,37.289593907,2003,2038,62399,62399,35.285616755,2,2.003977152,35.600266799,35.931741756,1898,1931,62399,62399,33.927764604,2,-1.357852151000003,-3.848174627151995
199,11:0:21 11:0:41 10057 100 17,2.004851548,199.905331347,199.905305349,66183,66180,944303,942803,197.900453801,3,2.004851548,199.768747191,199.768721193,66227,66224,944303,942803,197.763869645,3,-0.13658415599999785,-0.06901659565537978
200,11:0:31 11:0:41 10099 100 17,2.015503708,199.852599905,199.852573907,65902,65897,911106,909646,197.837070199,3,2.015503708,199.715933547,199.715907549,65946,65942,911106,909646,197.700403841,3,-0.1366663580000136,-0.06908025774064683
201,11:0:31 11:0:41 10095 100 17,2.014340311,199.869293054,199.869267056,66161,66158,945000,943500,197.854926745,3,2.014340311,199.734196292,199.734170294,66207,66204,945000,943500,197.719829983,3,-0.1350967619999892,-0.06828071669607957
