,flow id:,first send:_no_sp,last send:_no_sp,last arrive:_no_sp,send num:_no_sp,receive num:_no_sp,send size:_no_sp,receive size:_no_sp,FCT:_no_sp,origin_pg:_no_sp,transfer delay:_no_sp,first send:_sp,last send:_sp,last arrive:_sp,send num:_sp,receive num:_sp,send size:_sp,receive size:_sp,FCT:_sp,origin_pg:_sp,transfer delay:_sp,FCT Change,FCT % Change
75,11:0:11 11:0:41 10090 100 17,2.01270232,67.973166836,68.081674114,18726,18789,795176,795176,66.068971794,3,0,2.01270232,56.213425675,56.324753747,12977,13028,795176,795176,54.312051427,3,0,-11.756920367000006,-17.79491953296555
76,11:0:11 11:0:41 10029 100 17,2.001548373,7.30521797,7.441454971,216,221,8199,8199,5.439906598,1,0,2.001548373,5.729710966,5.730072565,209,212,8199,8199,3.728524192,1,0,-1.7113824060000002,-31.45977555256547
77,11:0:11 11:0:41 10091 100 17,2.013013519,83.249363575,83.357702062,31261,31341,1050000,1050000,81.344688543,3,0,2.013013519,72.83433448,72.941627363,24304,24374,1050000,1050000,70.928613844,3,0,-10.416074699000006,-12.804861491963198
78,11:0:11 11:0:41 10142 100 17,2.018105271,6.68138254,6.824645838,165,169,8326,8326,4.806540567,1,0,2.018105271,5.095196888,5.62532577,151,153,8326,8326,3.607220499,1,0,-1.199320068,-24.951834927475815
79,11:0:11 11:0:41 10082 100 17,2.010556527,84.452409143,84.485674867,33034,33116,1049799,1049799,82.47511834,3,0,2.010556527,84.570109452,84.600640386,33452,33534,1049799,1049799,82.590083859,3,0,0.11496551900000895,0.13939418495414427
80,11:0:11 11:0:41 10200 100 17,2.031578619,7.897748215,8.030797272,256,262,8203,8203,5.999218653,1,0,2.031578619,5.117091695,5.117448695,222,224,8203,8203,3.085870076,1,0,-2.913348577,-48.56213359623317
81,11:0:11 11:0:41 10061 100 17,2.005155145,87.548172219,87.550411611,39886,39940,1049772,1049772,85.545256466,3,0,2.005155145,87.550582349,87.551499545,40284,40338,1049772,1049772,85.5463444,3,0,0.0010879339999974036,0.00127176426249865
82,11:0:11 11:0:41 10132 100 17,2.017296881,5.224234215,5.369578851,94,97,8430,8430,3.35228197,1,0,2.017296881,5.657186886,5.657563486,97,100,8430,8430,3.640266605,1,0,0.28798463499999993,8.59070440903275
83,11:0:11 11:0:41 10162 100 17,2.021749052,83.260917347,83.369541034,31265,31346,1050000,1050000,81.347791982,3,0,2.021749052,83.06442393,83.167150834,31369,31450,1050000,1050000,81.145401782,3,0,-0.20239020000001062,-0.24879618127163663
84,11:0:11 11:0:41 10194 100 17,2.030090424,83.629648126,83.688948175,31702,31783,1049960,1049960,81.658857751,3,0,2.030090424,83.978682189,84.032340046,32358,32440,1049960,1049960,82.002249622,3,0,0.34339187099999435,0.42052005190556213
85,11:0:11 11:0:41 10298 100 17,2.048685931,84.505928817,84.536092953,33180,33262,1049796,1049796,82.487407022,3,0,2.048685931,84.448672948,84.488015652,33209,33291,1049796,1049796,82.439329721,3,0,-0.0480773010000064,-0.058284413022200866
86,11:0:11 11:0:41 10036 100 17,2.001965767,6.816640513,6.958342014,172,176,8364,8364,4.956376247,1,0,2.001965767,5.6138969,5.614430291,166,168,8364,8364,3.612464524,1,0,-1.3439117229999997,-27.114804365658156
87,11:0:11 11:0:41 10139 100 17,2.017848474,7.097676337,7.234519701,184,189,8506,8506,5.216671227,1,0,2.017848474,5.331866597,5.332077595,173,175,8506,8506,3.314229121,1,0,-1.902442106,-36.46850689293017
88,11:0:11 11:0:41 10113 100 17,2.0163485,10.777731576,10.909283101,455,463,8202,8202,8.892934601,1,0,2.0163485,7.31992817,7.320248569,377,379,8202,8202,5.303900069,1,0,-3.5890345320000003,-40.35826971668517
89,11:0:11 11:0:41 10100 100 17,2.015714512,8.030996672,8.165327135,238,244,8383,8383,6.149612623,1,0,2.015714512,6.099152691,6.099566491,216,218,8383,8383,4.083851979,1,0,-2.065760644,-33.59171984709906
90,11:0:11 11:0:41 10026 100 17,2.001364576,7.306173768,7.442407968,207,212,8300,8300,5.441043392,1,0,2.001364576,5.904535198,5.904865398,200,203,8300,8300,3.903500822,1,0,-1.5375425700000003,-28.258230255260575
91,11:0:11 11:0:41 10146 100 17,2.018292267,26.687867664,26.80617192,2995,3019,65892,65892,24.787879653,2,0,2.018292267,25.609057791,25.728147636,2806,2829,65892,65892,23.709855369,2,0,-1.0780242840000014,-4.348997570954123
92,11:0:11 11:0:41 10027 100 17,2.001432375,7.453016328,7.586149953,203,208,8316,8316,5.584717578,1,0,2.001432375,6.373153379,6.37348978,202,205,8316,8316,4.372057405,1,0,-1.2126601730000006,-21.71390327376731
93,11:0:11 11:0:41 10253 100 17,2.03559437,29.977796515,30.092615973,3837,3865,65793,65793,28.057021603,2,0,2.03559437,29.983656341,30.097400005,3837,3865,65793,65793,28.061805635,2,0,0.004784031999999883,0.017051104239404907
94,11:0:11 11:0:41 10049 100 17,2.002894755,11.946360774,12.075454326,554,564,53473,53473,10.072559571,2,0,2.002894755,13.023520669,13.154153047,623,634,53473,53473,11.151258292,2,0,1.0786987210000003,10.709281125580947
95,11:0:11 11:0:41 10004 100 17,2.000174997,10.222279787,10.353577904,409,417,8226,8226,8.353402907,1,0,2.000174997,7.803611737,7.803689536,377,380,8226,8226,5.803514539,1,0,-2.5498883679999995,-30.525145217923576
96,11:0:11 11:0:41 10145 100 17,2.018262868,81.936365402,82.045132088,29528,29606,65612,65612,80.02686922,2,0,2.018262868,75.383197779,75.490056267,25351,25418,65612,65612,73.471793399,2,0,-6.555075820999988,-8.19109367252589
97,11:0:11 11:0:41 10017 100 17,2.000813585,7.959649346,8.093912404,240,246,8255,8255,6.093098819,1,0,2.000813585,6.622679495,6.622923296,236,239,8255,8255,4.622109711,1,0,-1.4709891079999995,-24.141888252543037
98,11:0:11 11:0:41 10119 100 17,2.016644094,6.754501826,6.896843523,167,171,8394,8394,4.880199429,1,0,2.016644094,6.276191225,6.276585024,172,175,8394,8394,4.25994093,1,0,-0.6202584990000002,-12.709695741411476
99,11:0:11 11:0:41 10089 100 17,2.01252612,84.849722645,84.86744661,34477,34559,1049205,1049205,82.85492049,3,0,2.01252612,4.966391252,4.967332051,3668,3670,1049205,1049205,2.954805931,3,0,-79.900114559,-96.43375925832115
